chapter_number,chapter_title,tokens,pos,lemma,tag,dep,sentence,title,ent_word,ent_label
Chapter 1,The High Dive,huge,ADJ,huge,JJ,amod,"It was the super-huge, five-meter-high platform diving board, the tallest at Fair Park Swimming Pool, probably the highest in all of Little Rock.",,,
Chapter 1,The High Dive,meter,NOUN,meter,NN,npadvmod,"It was the super-huge, five-meter-high platform diving board, the tallest at Fair Park Swimming Pool, probably the highest in all of Little Rock.",,five-meter,QUANTITY
Chapter 1,The High Dive,high,ADJ,high,JJ,amod,"It was the super-huge, five-meter-high platform diving board, the tallest at Fair Park Swimming Pool, probably the highest in all of Little Rock.",,,
Chapter 1,The High Dive,platform,NOUN,platform,NN,compound,"It was the super-huge, five-meter-high platform diving board, the tallest at Fair Park Swimming Pool, probably the highest in all of Little Rock.",,,
Chapter 1,The High Dive,diving,NOUN,diving,NN,compound,"It was the super-huge, five-meter-high platform diving board, the tallest at Fair Park Swimming Pool, probably the highest in all of Little Rock.",,,
Chapter 1,The High Dive,board,NOUN,board,NN,attr,"It was the super-huge, five-meter-high platform diving board, the tallest at Fair Park Swimming Pool, probably the highest in all of Little Rock.",,,
Chapter 1,The High Dive,tallest,ADJ,tall,JJS,appos,"It was the super-huge, five-meter-high platform diving board, the tallest at Fair Park Swimming Pool, probably the highest in all of Little Rock.",,,
Chapter 1,The High Dive,Fair,PROPN,fair,NNP,compound,"It was the super-huge, five-meter-high platform diving board, the tallest at Fair Park Swimming Pool, probably the highest in all of Little Rock.",,Fair Park Swimming Pool,FAC
Chapter 1,The High Dive,Park,PROPN,park,NNP,compound,"It was the super-huge, five-meter-high platform diving board, the tallest at Fair Park Swimming Pool, probably the highest in all of Little Rock.",,Fair Park Swimming Pool,FAC
Chapter 1,The High Dive,Swimming,PROPN,swimming,NNP,compound,"It was the super-huge, five-meter-high platform diving board, the tallest at Fair Park Swimming Pool, probably the highest in all of Little Rock.",,Fair Park Swimming Pool,FAC
Chapter 1,The High Dive,Pool,PROPN,pool,NNP,pobj,"It was the super-huge, five-meter-high platform diving board, the tallest at Fair Park Swimming Pool, probably the highest in all of Little Rock.",,Fair Park Swimming Pool,FAC
Chapter 1,The High Dive,probably,ADV,probably,RB,advmod,"It was the super-huge, five-meter-high platform diving board, the tallest at Fair Park Swimming Pool, probably the highest in all of Little Rock.",,,
Chapter 1,The High Dive,highest,ADJ,high,JJS,attr,"It was the super-huge, five-meter-high platform diving board, the tallest at Fair Park Swimming Pool, probably the highest in all of Little Rock.",,,
Chapter 1,The High Dive,Little,PROPN,little,NNP,compound,"It was the super-huge, five-meter-high platform diving board, the tallest at Fair Park Swimming Pool, probably the highest in all of Little Rock.",,Little Rock,GPE
Chapter 1,The High Dive,Rock,PROPN,rock,NNP,pobj,"It was the super-huge, five-meter-high platform diving board, the tallest at Fair Park Swimming Pool, probably the highest in all of Little Rock.",,Little Rock,GPE
Chapter 57,"The High Dive, Part 2",word,NOUN,word,NN,dobj,"I didn’t say a word to anyone, just put my towel down next to Judy and waved to Little Jimmy and walked over to the five-meter platform dive and started to climb.",,,
Chapter 57,"The High Dive, Part 2",towel,NOUN,towel,NN,dobj,"I didn’t say a word to anyone, just put my towel down next to Judy and waved to Little Jimmy and walked over to the five-meter platform dive and started to climb.",,,
Chapter 57,"The High Dive, Part 2",Judy,PROPN,judy,NNP,pobj,"I didn’t say a word to anyone, just put my towel down next to Judy and waved to Little Jimmy and walked over to the five-meter platform dive and started to climb.",,Judy,PERSON
Chapter 57,"The High Dive, Part 2",waved,VERB,wave,VBD,conj,"I didn’t say a word to anyone, just put my towel down next to Judy and waved to Little Jimmy and walked over to the five-meter platform dive and started to climb.",,,
Chapter 57,"The High Dive, Part 2",Little,PROPN,little,NNP,compound,"I didn’t say a word to anyone, just put my towel down next to Judy and waved to Little Jimmy and walked over to the five-meter platform dive and started to climb.",,Little Jimmy,PERSON
Chapter 57,"The High Dive, Part 2",Jimmy,PROPN,jimmy,NNP,pobj,"I didn’t say a word to anyone, just put my towel down next to Judy and waved to Little Jimmy and walked over to the five-meter platform dive and started to climb.",,Little Jimmy,PERSON
Chapter 57,"The High Dive, Part 2",walked,VERB,walk,VBD,conj,"I didn’t say a word to anyone, just put my towel down next to Judy and waved to Little Jimmy and walked over to the five-meter platform dive and started to climb.",,,
Chapter 57,"The High Dive, Part 2",meter,NOUN,meter,NN,compound,"I didn’t say a word to anyone, just put my towel down next to Judy and waved to Little Jimmy and walked over to the five-meter platform dive and started to climb.",,five-meter,QUANTITY
Chapter 57,"The High Dive, Part 2",platform,NOUN,platform,NN,compound,"I didn’t say a word to anyone, just put my towel down next to Judy and waved to Little Jimmy and walked over to the five-meter platform dive and started to climb.",,,
Chapter 57,"The High Dive, Part 2",dive,NOUN,dive,NN,pobj,"I didn’t say a word to anyone, just put my towel down next to Judy and waved to Little Jimmy and walked over to the five-meter platform dive and started to climb.",,,
Chapter 57,"The High Dive, Part 2",started,VERB,start,VBD,conj,"I didn’t say a word to anyone, just put my towel down next to Judy and waved to Little Jimmy and walked over to the five-meter platform dive and started to climb.",,,
Chapter 57,"The High Dive, Part 2",climb,VERB,climb,VB,xcomp,"I didn’t say a word to anyone, just put my towel down next to Judy and waved to Little Jimmy and walked over to the five-meter platform dive and started to climb.",,,
Chapter 2,"Coffee, Tea or Soda",thing,NOUN,thing,NN,nsubj,"The thing was, the races didn’t really mix in Little Rock, not in the bathrooms of department stores, nor in the water of the swimming pools.",,,
Chapter 2,"Coffee, Tea or Soda",races,NOUN,race,NNS,nsubj,"The thing was, the races didn’t really mix in Little Rock, not in the bathrooms of department stores, nor in the water of the swimming pools.",,,
Chapter 2,"Coffee, Tea or Soda",mix,VERB,mix,VB,ccomp,"The thing was, the races didn’t really mix in Little Rock, not in the bathrooms of department stores, nor in the water of the swimming pools.",,,
Chapter 2,"Coffee, Tea or Soda",Little,PROPN,little,NNP,compound,"The thing was, the races didn’t really mix in Little Rock, not in the bathrooms of department stores, nor in the water of the swimming pools.",,Little Rock,GPE
Chapter 2,"Coffee, Tea or Soda",Rock,PROPN,rock,NNP,pobj,"The thing was, the races didn’t really mix in Little Rock, not in the bathrooms of department stores, nor in the water of the swimming pools.",,Little Rock,GPE
Chapter 2,"Coffee, Tea or Soda",bathrooms,NOUN,bathroom,NNS,pobj,"The thing was, the races didn’t really mix in Little Rock, not in the bathrooms of department stores, nor in the water of the swimming pools.",,,
Chapter 2,"Coffee, Tea or Soda",department,NOUN,department,NN,compound,"The thing was, the races didn’t really mix in Little Rock, not in the bathrooms of department stores, nor in the water of the swimming pools.",,,
Chapter 2,"Coffee, Tea or Soda",stores,NOUN,store,NNS,pobj,"The thing was, the races didn’t really mix in Little Rock, not in the bathrooms of department stores, nor in the water of the swimming pools.",,,
Chapter 2,"Coffee, Tea or Soda",water,NOUN,water,NN,pobj,"The thing was, the races didn’t really mix in Little Rock, not in the bathrooms of department stores, nor in the water of the swimming pools.",,,
Chapter 2,"Coffee, Tea or Soda",swimming,NOUN,swimming,NN,compound,"The thing was, the races didn’t really mix in Little Rock, not in the bathrooms of department stores, nor in the water of the swimming pools.",,,
Chapter 2,"Coffee, Tea or Soda",pools,NOUN,pool,NNS,pobj,"The thing was, the races didn’t really mix in Little Rock, not in the bathrooms of department stores, nor in the water of the swimming pools.",,,
Chapter 3,Queen Elizabeth,understand,VERB,understand,VB,ROOT,I couldn’t understand why half of Little Rock was screaming over a few colored kids.,,,
Chapter 3,Queen Elizabeth,half,NOUN,half,NN,nsubj,I couldn’t understand why half of Little Rock was screaming over a few colored kids.,,half,CARDINAL
Chapter 3,Queen Elizabeth,Little,PROPN,little,NNP,compound,I couldn’t understand why half of Little Rock was screaming over a few colored kids.,,Little Rock,GPE
Chapter 3,Queen Elizabeth,Rock,PROPN,rock,NNP,pobj,I couldn’t understand why half of Little Rock was screaming over a few colored kids.,,Little Rock,GPE
Chapter 3,Queen Elizabeth,screaming,VERB,scream,VBG,ccomp,I couldn’t understand why half of Little Rock was screaming over a few colored kids.,,,
Chapter 3,Queen Elizabeth,colored,ADJ,colored,JJ,amod,I couldn’t understand why half of Little Rock was screaming over a few colored kids.,,,
Chapter 3,Queen Elizabeth,kids,NOUN,kid,NNS,pobj,I couldn’t understand why half of Little Rock was screaming over a few colored kids.,,,
Chapter 4,Five Little Words,decide,VERB,decide,VB,ROOT,“To decide if the Little Rock schools have to follow the plan Superintendent Blossom came up with for integration.”,,,
Chapter 4,Five Little Words,Little,PROPN,little,NNP,compound,“To decide if the Little Rock schools have to follow the plan Superintendent Blossom came up with for integration.”,,Little Rock,GPE
Chapter 4,Five Little Words,Rock,PROPN,rock,NNP,compound,“To decide if the Little Rock schools have to follow the plan Superintendent Blossom came up with for integration.”,,Little Rock,GPE
Chapter 4,Five Little Words,schools,NOUN,school,NNS,nsubj,“To decide if the Little Rock schools have to follow the plan Superintendent Blossom came up with for integration.”,,,
Chapter 4,Five Little Words,follow,VERB,follow,VB,xcomp,“To decide if the Little Rock schools have to follow the plan Superintendent Blossom came up with for integration.”,,,
Chapter 4,Five Little Words,plan,NOUN,plan,NN,dobj,“To decide if the Little Rock schools have to follow the plan Superintendent Blossom came up with for integration.”,,,
Chapter 4,Five Little Words,Superintendent,PROPN,superintendent,NNP,compound,“To decide if the Little Rock schools have to follow the plan Superintendent Blossom came up with for integration.”,,Superintendent Blossom,PERSON
Chapter 4,Five Little Words,Blossom,PROPN,blossom,NNP,nsubj,“To decide if the Little Rock schools have to follow the plan Superintendent Blossom came up with for integration.”,,Superintendent Blossom,PERSON
Chapter 4,Five Little Words,came,VERB,come,VBD,relcl,“To decide if the Little Rock schools have to follow the plan Superintendent Blossom came up with for integration.”,,,
Chapter 4,Five Little Words,integration,NOUN,integration,NN,pobj,“To decide if the Little Rock schools have to follow the plan Superintendent Blossom came up with for integration.”,,,
Chapter 6,A New Partner,book,NOUN,book,NN,dobj,"
    “Well, I have this book about the founding of Little Rock and the Indians who used to live here and .",,,
Chapter 6,A New Partner,founding,NOUN,founding,NN,pobj,"
    “Well, I have this book about the founding of Little Rock and the Indians who used to live here and .",,,
Chapter 6,A New Partner,Little,PROPN,little,NNP,compound,"
    “Well, I have this book about the founding of Little Rock and the Indians who used to live here and .",,Little Rock,GPE
Chapter 6,A New Partner,Rock,PROPN,rock,NNP,pobj,"
    “Well, I have this book about the founding of Little Rock and the Indians who used to live here and .",,Little Rock,GPE
Chapter 6,A New Partner,Indians,PROPN,indians,NNPS,conj,"
    “Well, I have this book about the founding of Little Rock and the Indians who used to live here and .",,Indians,NORP
Chapter 6,A New Partner,live,VERB,live,VB,xcomp,"
    “Well, I have this book about the founding of Little Rock and the Indians who used to live here and .",,,
Chapter 6,A New Partner, ,SPACE, ,_SP,conj,"
    “Well, I have this book about the founding of Little Rock and the Indians who used to live here and .",,,
Chapter 6,A New Partner,Quapaws,PROPN,quapaws,NNPS,nsubj,The Quapaws were the Indians who had lived in Little Rock when the first settlers came.,,Quapaws,PERSON
Chapter 6,A New Partner,Indians,PROPN,indians,NNPS,attr,The Quapaws were the Indians who had lived in Little Rock when the first settlers came.,,Indians,NORP
Chapter 6,A New Partner,lived,VERB,live,VBN,relcl,The Quapaws were the Indians who had lived in Little Rock when the first settlers came.,,,
Chapter 6,A New Partner,Little,PROPN,little,NNP,compound,The Quapaws were the Indians who had lived in Little Rock when the first settlers came.,,Little Rock,GPE
Chapter 6,A New Partner,Rock,PROPN,rock,NNP,pobj,The Quapaws were the Indians who had lived in Little Rock when the first settlers came.,,Little Rock,GPE
Chapter 6,A New Partner,settlers,NOUN,settler,NNS,nsubj,The Quapaws were the Indians who had lived in Little Rock when the first settlers came.,,,
Chapter 6,A New Partner,came,VERB,come,VBD,advcl,The Quapaws were the Indians who had lived in Little Rock when the first settlers came.,,,
Chapter 9,The Football Game,mid,PROPN,mid,NNP,pobj,"By mid-September the Supreme Court had decided that integration in Little Rock should proceed, but the schools still didn't open.  ",,mid-September,DATE
Chapter 9,The Football Game,September,PROPN,september,NNP,pobj,"By mid-September the Supreme Court had decided that integration in Little Rock should proceed, but the schools still didn't open.  ",,mid-September,DATE
Chapter 9,The Football Game,Supreme,PROPN,supreme,NNP,compound,"By mid-September the Supreme Court had decided that integration in Little Rock should proceed, but the schools still didn't open.  ",,the Supreme Court,ORG
Chapter 9,The Football Game,Court,PROPN,court,NNP,nsubj,"By mid-September the Supreme Court had decided that integration in Little Rock should proceed, but the schools still didn't open.  ",,the Supreme Court,ORG
Chapter 9,The Football Game,decided,VERB,decide,VBN,ROOT,"By mid-September the Supreme Court had decided that integration in Little Rock should proceed, but the schools still didn't open.  ",,,
Chapter 9,The Football Game,integration,NOUN,integration,NN,nsubj,"By mid-September the Supreme Court had decided that integration in Little Rock should proceed, but the schools still didn't open.  ",,,
Chapter 9,The Football Game,Little,ADJ,little,JJ,compound,"By mid-September the Supreme Court had decided that integration in Little Rock should proceed, but the schools still didn't open.  ",,Little Rock,GPE
Chapter 9,The Football Game,Rock,PROPN,rock,NNP,pobj,"By mid-September the Supreme Court had decided that integration in Little Rock should proceed, but the schools still didn't open.  ",,Little Rock,GPE
Chapter 9,The Football Game,proceed,VERB,proceed,VB,ccomp,"By mid-September the Supreme Court had decided that integration in Little Rock should proceed, but the schools still didn't open.  ",,,
Chapter 9,The Football Game,schools,NOUN,school,NNS,nsubj,"By mid-September the Supreme Court had decided that integration in Little Rock should proceed, but the schools still didn't open.  ",,,
Chapter 9,The Football Game,open,VERB,open,VB,conj,"By mid-September the Supreme Court had decided that integration in Little Rock should proceed, but the schools still didn't open.  ",,,
Chapter 9,The Football Game, ,SPACE, ,_SP,punct,"By mid-September the Supreme Court had decided that integration in Little Rock should proceed, but the schools still didn't open.  ",,Little Rock,GPE
Chapter 9,The Football Game, ,SPACE, ,_SP,punct,"By mid-September the Supreme Court had decided that integration in Little Rock should proceed, but the schools still didn't open.  ",,the Supreme Court,ORG
Chapter 9,The Football Game,let,VERB,let,VB,ROOT,"“They’ll let their kids go without an education, but Little Rock won’t stand for no football?”",,,
Chapter 9,The Football Game,kids,NOUN,kid,NNS,nsubj,"“They’ll let their kids go without an education, but Little Rock won’t stand for no football?”",,,
Chapter 9,The Football Game,education,NOUN,education,NN,pobj,"“They’ll let their kids go without an education, but Little Rock won’t stand for no football?”",,,
Chapter 9,The Football Game,Little,PROPN,little,NNP,compound,"“They’ll let their kids go without an education, but Little Rock won’t stand for no football?”",,Little Rock,GPE
Chapter 9,The Football Game,Rock,PROPN,rock,NNP,nsubj,"“They’ll let their kids go without an education, but Little Rock won’t stand for no football?”",,Little Rock,GPE
Chapter 9,The Football Game,wo,AUX,wo,MD,aux,"“They’ll let their kids go without an education, but Little Rock won’t stand for no football?”",,,
Chapter 9,The Football Game,stand,VERB,stand,VB,conj,"“They’ll let their kids go without an education, but Little Rock won’t stand for no football?”",,,
Chapter 9,The Football Game,football,NOUN,football,NN,pobj,"“They’ll let their kids go without an education, but Little Rock won’t stand for no football?”",,,
Chapter 11,The Talisman,people,NOUN,people,NNS,attr,There aren’t too many people in Little Rock who’d say yes to that kind of question.,,,
Chapter 11,The Talisman,Little,PROPN,little,NNP,compound,There aren’t too many people in Little Rock who’d say yes to that kind of question.,,Little Rock,GPE
Chapter 11,The Talisman,Rock,PROPN,rock,NNP,pobj,There aren’t too many people in Little Rock who’d say yes to that kind of question.,,Little Rock,GPE
Chapter 11,The Talisman,yes,INTJ,yes,UH,intj,There aren’t too many people in Little Rock who’d say yes to that kind of question.,,,
Chapter 11,The Talisman,kind,NOUN,kind,NN,pobj,There aren’t too many people in Little Rock who’d say yes to that kind of question.,,,
Chapter 11,The Talisman,question,NOUN,question,NN,pobj,There aren’t too many people in Little Rock who’d say yes to that kind of question.,,,
Chapter 13,Not the Stomach Flu,Quapaw,PROPN,quapaw,NNP,compound,"
    “The Quapaw Indians were one of the tribes that lived near the river when the first French explorers came to Little Rock.",,The Quapaw Indians,WORK_OF_ART
Chapter 13,Not the Stomach Flu,Indians,PROPN,indians,NNPS,nsubj,"
    “The Quapaw Indians were one of the tribes that lived near the river when the first French explorers came to Little Rock.",,The Quapaw Indians,WORK_OF_ART
Chapter 13,Not the Stomach Flu,tribes,NOUN,tribe,NNS,pobj,"
    “The Quapaw Indians were one of the tribes that lived near the river when the first French explorers came to Little Rock.",,,
Chapter 13,Not the Stomach Flu,lived,VERB,live,VBD,relcl,"
    “The Quapaw Indians were one of the tribes that lived near the river when the first French explorers came to Little Rock.",,,
Chapter 13,Not the Stomach Flu,near,SCONJ,near,IN,prep,"
    “The Quapaw Indians were one of the tribes that lived near the river when the first French explorers came to Little Rock.",,,
Chapter 13,Not the Stomach Flu,river,NOUN,river,NN,pobj,"
    “The Quapaw Indians were one of the tribes that lived near the river when the first French explorers came to Little Rock.",,,
Chapter 13,Not the Stomach Flu,French,ADJ,french,JJ,amod,"
    “The Quapaw Indians were one of the tribes that lived near the river when the first French explorers came to Little Rock.",,French,NORP
Chapter 13,Not the Stomach Flu,explorers,NOUN,explorer,NNS,nsubj,"
    “The Quapaw Indians were one of the tribes that lived near the river when the first French explorers came to Little Rock.",,,
Chapter 13,Not the Stomach Flu,came,VERB,come,VBD,advcl,"
    “The Quapaw Indians were one of the tribes that lived near the river when the first French explorers came to Little Rock.",,,
Chapter 13,Not the Stomach Flu,Little,PROPN,little,NNP,compound,"
    “The Quapaw Indians were one of the tribes that lived near the river when the first French explorers came to Little Rock.",,Little Rock,GPE
Chapter 13,Not the Stomach Flu,Rock,PROPN,rock,NNP,pobj,"
    “The Quapaw Indians were one of the tribes that lived near the river when the first French explorers came to Little Rock.",,Little Rock,GPE
Chapter 15,Talking to Daddy,snowed,VERB,snow,VBD,ROOT,"Not that it snowed much in Little Rock, but I’d seen a movie where there was one once, and the actor clutched the steering wheel so tight his knuckles turned white.",,,
Chapter 15,Talking to Daddy,Little,PROPN,little,NNP,compound,"Not that it snowed much in Little Rock, but I’d seen a movie where there was one once, and the actor clutched the steering wheel so tight his knuckles turned white.",,Little Rock,GPE
Chapter 15,Talking to Daddy,Rock,PROPN,rock,NNP,pobj,"Not that it snowed much in Little Rock, but I’d seen a movie where there was one once, and the actor clutched the steering wheel so tight his knuckles turned white.",,Little Rock,GPE
Chapter 15,Talking to Daddy,seen,VERB,see,VBD,conj,"Not that it snowed much in Little Rock, but I’d seen a movie where there was one once, and the actor clutched the steering wheel so tight his knuckles turned white.",,,
Chapter 15,Talking to Daddy,movie,NOUN,movie,NN,dobj,"Not that it snowed much in Little Rock, but I’d seen a movie where there was one once, and the actor clutched the steering wheel so tight his knuckles turned white.",,,
Chapter 15,Talking to Daddy,actor,NOUN,actor,NN,nsubj,"Not that it snowed much in Little Rock, but I’d seen a movie where there was one once, and the actor clutched the steering wheel so tight his knuckles turned white.",,,
Chapter 15,Talking to Daddy,clutched,VERB,clutch,VBD,conj,"Not that it snowed much in Little Rock, but I’d seen a movie where there was one once, and the actor clutched the steering wheel so tight his knuckles turned white.",,,
Chapter 15,Talking to Daddy,steering,NOUN,steering,NN,compound,"Not that it snowed much in Little Rock, but I’d seen a movie where there was one once, and the actor clutched the steering wheel so tight his knuckles turned white.",,,
Chapter 15,Talking to Daddy,wheel,NOUN,wheel,NN,dobj,"Not that it snowed much in Little Rock, but I’d seen a movie where there was one once, and the actor clutched the steering wheel so tight his knuckles turned white.",,,
Chapter 15,Talking to Daddy,tight,ADJ,tight,JJ,advmod,"Not that it snowed much in Little Rock, but I’d seen a movie where there was one once, and the actor clutched the steering wheel so tight his knuckles turned white.",,,
Chapter 15,Talking to Daddy,his,PRON,his,PRP$,poss,"Not that it snowed much in Little Rock, but I’d seen a movie where there was one once, and the actor clutched the steering wheel so tight his knuckles turned white.",,,
Chapter 15,Talking to Daddy,knuckles,NOUN,knuckle,NNS,nsubj,"Not that it snowed much in Little Rock, but I’d seen a movie where there was one once, and the actor clutched the steering wheel so tight his knuckles turned white.",,,
Chapter 15,Talking to Daddy,turned,VERB,turn,VBD,ccomp,"Not that it snowed much in Little Rock, but I’d seen a movie where there was one once, and the actor clutched the steering wheel so tight his knuckles turned white.",,,
Chapter 15,Talking to Daddy,white,ADJ,white,JJ,acomp,"Not that it snowed much in Little Rock, but I’d seen a movie where there was one once, and the actor clutched the steering wheel so tight his knuckles turned white.",,,
Chapter 15,Talking to Daddy,Ku,PROPN,ku,NNP,compound,"
    “The Ku Klux Klan is in Little Rock?”",,The Ku Klux Klan,WORK_OF_ART
Chapter 15,Talking to Daddy,Klux,PROPN,klux,NNP,compound,"
    “The Ku Klux Klan is in Little Rock?”",,The Ku Klux Klan,WORK_OF_ART
Chapter 15,Talking to Daddy,Klan,PROPN,klan,NNP,nsubj,"
    “The Ku Klux Klan is in Little Rock?”",,The Ku Klux Klan,WORK_OF_ART
Chapter 15,Talking to Daddy,Little,PROPN,little,NNP,compound,"
    “The Ku Klux Klan is in Little Rock?”",,Little Rock,GPE
Chapter 15,Talking to Daddy,Rock,PROPN,rock,NNP,pobj,"
    “The Ku Klux Klan is in Little Rock?”",,Little Rock,GPE
Chapter 15,Talking to Daddy,avowed,ADJ,avowed,JJ,amod,Their avowed purpose is to support segregation in Little Rock.,,,
Chapter 15,Talking to Daddy,purpose,NOUN,purpose,NN,nsubj,Their avowed purpose is to support segregation in Little Rock.,,,
Chapter 15,Talking to Daddy,support,VERB,support,VB,xcomp,Their avowed purpose is to support segregation in Little Rock.,,,
Chapter 15,Talking to Daddy,segregation,NOUN,segregation,NN,dobj,Their avowed purpose is to support segregation in Little Rock.,,,
Chapter 15,Talking to Daddy,Little,PROPN,little,NNP,compound,Their avowed purpose is to support segregation in Little Rock.,,Little Rock,GPE
Chapter 15,Talking to Daddy,Rock,PROPN,rock,NNP,pobj,Their avowed purpose is to support segregation in Little Rock.,,Little Rock,GPE
Chapter 15,Talking to Daddy,case,NOUN,case,NN,pobj,"In any case, last year the pictures from Central told the whole world Little Rock is filled with hate.",,,
Chapter 15,Talking to Daddy,year,NOUN,year,NN,npadvmod,"In any case, last year the pictures from Central told the whole world Little Rock is filled with hate.",,last year,DATE
Chapter 15,Talking to Daddy,pictures,NOUN,picture,NNS,nsubj,"In any case, last year the pictures from Central told the whole world Little Rock is filled with hate.",,,
Chapter 15,Talking to Daddy,Central,PROPN,central,NNP,pobj,"In any case, last year the pictures from Central told the whole world Little Rock is filled with hate.",,Central,ORG
Chapter 15,Talking to Daddy,told,VERB,tell,VBD,ROOT,"In any case, last year the pictures from Central told the whole world Little Rock is filled with hate.",,,
Chapter 15,Talking to Daddy,world,NOUN,world,NN,dobj,"In any case, last year the pictures from Central told the whole world Little Rock is filled with hate.",,,
Chapter 15,Talking to Daddy,Little,PROPN,little,NNP,compound,"In any case, last year the pictures from Central told the whole world Little Rock is filled with hate.",,Little Rock,GPE
Chapter 15,Talking to Daddy,Rock,PROPN,rock,NNP,nsubjpass,"In any case, last year the pictures from Central told the whole world Little Rock is filled with hate.",,Little Rock,GPE
Chapter 15,Talking to Daddy,filled,VERB,fill,VBN,ccomp,"In any case, last year the pictures from Central told the whole world Little Rock is filled with hate.",,,
Chapter 15,Talking to Daddy,hate,NOUN,hate,NN,pobj,"In any case, last year the pictures from Central told the whole world Little Rock is filled with hate.",,,
Chapter 19,Colored,moved,VERB,move,VBD,ROOT,"
    “We moved to Little Rock this past summer.",,,
Chapter 19,Colored,Little,PROPN,little,NNP,compound,"
    “We moved to Little Rock this past summer.",,Little Rock,GPE
Chapter 19,Colored,Rock,PROPN,rock,NNP,pobj,"
    “We moved to Little Rock this past summer.",,Little Rock,GPE
