chapter_number,chapter_title,tokens,pos,lemma,tag,dep,sentence,title,ent_word,ent_label
Chapter 1,THE NEW POSTMASTER,luck,NOUN,luck,NN,pobj,"  When she first came to town, I thought she was the worst piece of bad luck I’d had since falling in the outhouse on my birthday.  ",,,
Chapter 1,THE NEW POSTMASTER,falling,VERB,fall,VBG,pcomp,"  When she first came to town, I thought she was the worst piece of bad luck I’d had since falling in the outhouse on my birthday.  ",,,
Chapter 1,THE NEW POSTMASTER,outhouse,NOUN,outhouse,NN,pobj,"  When she first came to town, I thought she was the worst piece of bad luck I’d had since falling in the outhouse on my birthday.  ",,,
Chapter 1,THE NEW POSTMASTER,birthday,NOUN,birthday,NN,pobj,"  When she first came to town, I thought she was the worst piece of bad luck I’d had since falling in the outhouse on my birthday.  ",,,
Chapter 1,THE NEW POSTMASTER, ,SPACE, ,_SP,punct,"  When she first came to town, I thought she was the worst piece of bad luck I’d had since falling in the outhouse on my birthday.  ",,,
Chapter 1,THE NEW POSTMASTER,local,ADJ,local,JJ,amod,A few local men who worked in Tuscaloosa got off first.,,,
Chapter 1,THE NEW POSTMASTER,men,NOUN,man,NNS,nsubj,A few local men who worked in Tuscaloosa got off first.,,,
Chapter 1,THE NEW POSTMASTER,worked,VERB,work,VBD,relcl,A few local men who worked in Tuscaloosa got off first.,,,
Chapter 1,THE NEW POSTMASTER,Tuscaloosa,PROPN,tuscaloosa,NNP,pobj,A few local men who worked in Tuscaloosa got off first.,,Tuscaloosa,GPE
Chapter 1,THE NEW POSTMASTER,got,VERB,get,VBD,ROOT,A few local men who worked in Tuscaloosa got off first.,,,
Chapter 8,MAMA’S RULE,hour,NOUN,hour,NN,npadvmod,"Anyway, an hour later, Pearl was playing second base and Ulman was on first.",,an hour later,TIME
Chapter 8,MAMA’S RULE,later,ADV,later,RB,advmod,"Anyway, an hour later, Pearl was playing second base and Ulman was on first.",,an hour later,TIME
Chapter 8,MAMA’S RULE,Pearl,PROPN,pearl,NNP,nsubj,"Anyway, an hour later, Pearl was playing second base and Ulman was on first.",,Pearl,PERSON
Chapter 8,MAMA’S RULE,playing,VERB,play,VBG,ROOT,"Anyway, an hour later, Pearl was playing second base and Ulman was on first.",,,
Chapter 8,MAMA’S RULE,second,ADJ,second,JJ,amod,"Anyway, an hour later, Pearl was playing second base and Ulman was on first.",,second,ORDINAL
Chapter 8,MAMA’S RULE,base,NOUN,base,NN,dobj,"Anyway, an hour later, Pearl was playing second base and Ulman was on first.",,,
Chapter 8,MAMA’S RULE,Ulman,PROPN,ulman,NNP,nsubj,"Anyway, an hour later, Pearl was playing second base and Ulman was on first.",,Ulman,PERSON
Chapter 8,MAMA’S RULE,ran,VERB,run,VBD,ROOT,"He ran easily past first, but Pearl had her eye on the ball.  ",,,
Chapter 8,MAMA’S RULE,easily,ADV,easily,RB,advmod,"He ran easily past first, but Pearl had her eye on the ball.  ",,,
Chapter 8,MAMA’S RULE,past,ADP,past,IN,prep,"He ran easily past first, but Pearl had her eye on the ball.  ",,,
Chapter 8,MAMA’S RULE,Pearl,PROPN,pearl,NNP,nsubj,"He ran easily past first, but Pearl had her eye on the ball.  ",,Pearl,PERSON
Chapter 8,MAMA’S RULE,her,PRON,her,PRP$,poss,"He ran easily past first, but Pearl had her eye on the ball.  ",,,
Chapter 8,MAMA’S RULE,eye,NOUN,eye,NN,dobj,"He ran easily past first, but Pearl had her eye on the ball.  ",,,
Chapter 8,MAMA’S RULE,ball,NOUN,ball,NN,pobj,"He ran easily past first, but Pearl had her eye on the ball.  ",,,
Chapter 8,MAMA’S RULE, ,SPACE, ,_SP,punct,"He ran easily past first, but Pearl had her eye on the ball.  ",,,
Chapter 8,MAMA’S RULE,Ulman,PROPN,ulman,NNP,pobj,Toward Ulman on first.  ,,Toward Ulman,PERSON
Chapter 8,MAMA’S RULE, ,SPACE, ,_SP,pobj,Toward Ulman on first.  ,,Toward Ulman,PERSON
Chapter 9,THROWING STONES,hit,VERB,hit,VBD,ROOT,"
      I hit Dr. Griffith’s place first.  ",,,
Chapter 9,THROWING STONES,Dr.,PROPN,dr.,NNP,compound,"
      I hit Dr. Griffith’s place first.  ",,,
Chapter 9,THROWING STONES,Griffith,PROPN,griffith,NNP,poss,"
      I hit Dr. Griffith’s place first.  ",Dr. Griffith,,
Chapter 9,THROWING STONES,place,NOUN,place,NN,dobj,"
      I hit Dr. Griffith’s place first.  ",,,
Chapter 9,THROWING STONES, ,SPACE, ,_SP,punct,"
      I hit Dr. Griffith’s place first.  ",,,
Chapter 9,THROWING STONES,teacher,NOUN,teacher,NN,dobj,"We had only one teacher in our primary school, which went from first to eighth grade.",,,
Chapter 9,THROWING STONES,primary,ADJ,primary,JJ,amod,"We had only one teacher in our primary school, which went from first to eighth grade.",,,
Chapter 9,THROWING STONES,school,NOUN,school,NN,pobj,"We had only one teacher in our primary school, which went from first to eighth grade.",,,
Chapter 9,THROWING STONES,went,VERB,go,VBD,relcl,"We had only one teacher in our primary school, which went from first to eighth grade.",,,
Chapter 9,THROWING STONES,eighth,ADJ,eighth,JJ,amod,"We had only one teacher in our primary school, which went from first to eighth grade.",,eighth,CARDINAL
Chapter 9,THROWING STONES,grade,NOUN,grade,NN,pobj,"We had only one teacher in our primary school, which went from first to eighth grade.",,,
Chapter 9,THROWING STONES,time,NOUN,time,NN,attr,"It was my first time, since I wasn’t allowed to go down to the river by myself in Boston.”",,,
Chapter 9,THROWING STONES,allowed,VERB,allow,VBN,advcl,"It was my first time, since I wasn’t allowed to go down to the river by myself in Boston.”",,,
Chapter 9,THROWING STONES,river,NOUN,river,NN,pobj,"It was my first time, since I wasn’t allowed to go down to the river by myself in Boston.”",,,
Chapter 9,THROWING STONES,Boston,PROPN,boston,NNP,pobj,"It was my first time, since I wasn’t allowed to go down to the river by myself in Boston.”",,Boston,GPE
Chapter 12,THE BOWL,interested,ADJ,interested,JJ,acomp,I was more interested in the fact that this was the first time I’d ever heard Jim say more than a word or two without saying dang.,,,
Chapter 12,THE BOWL,fact,NOUN,fact,NN,pobj,I was more interested in the fact that this was the first time I’d ever heard Jim say more than a word or two without saying dang.,,,
Chapter 12,THE BOWL,time,NOUN,time,NN,attr,I was more interested in the fact that this was the first time I’d ever heard Jim say more than a word or two without saying dang.,,,
Chapter 12,THE BOWL,heard,VERB,hear,VBD,relcl,I was more interested in the fact that this was the first time I’d ever heard Jim say more than a word or two without saying dang.,,,
Chapter 12,THE BOWL,Jim,PROPN,jim,NNP,nsubj,I was more interested in the fact that this was the first time I’d ever heard Jim say more than a word or two without saying dang.,,Jim,PERSON
Chapter 12,THE BOWL,word,NOUN,word,NN,pobj,I was more interested in the fact that this was the first time I’d ever heard Jim say more than a word or two without saying dang.,,,
Chapter 12,THE BOWL,saying,VERB,say,VBG,pcomp,I was more interested in the fact that this was the first time I’d ever heard Jim say more than a word or two without saying dang.,,,
Chapter 12,THE BOWL,dang,ADV,dang,RB,advmod,I was more interested in the fact that this was the first time I’d ever heard Jim say more than a word or two without saying dang.,,,
Chapter 16,I CALL EMMA A LIAR ,time,NOUN,time,NN,pobj,"
      For the first time ever, I was glad when the teacher stood up and made us start learning.",,,
Chapter 16,I CALL EMMA A LIAR ,glad,ADJ,glad,JJ,acomp,"
      For the first time ever, I was glad when the teacher stood up and made us start learning.",,,
Chapter 16,I CALL EMMA A LIAR ,teacher,NOUN,teacher,NN,nsubj,"
      For the first time ever, I was glad when the teacher stood up and made us start learning.",,,
Chapter 16,I CALL EMMA A LIAR ,stood,VERB,stand,VBD,advcl,"
      For the first time ever, I was glad when the teacher stood up and made us start learning.",,,
Chapter 16,I CALL EMMA A LIAR ,start,VERB,start,VB,ccomp,"
      For the first time ever, I was glad when the teacher stood up and made us start learning.",,,
Chapter 16,I CALL EMMA A LIAR ,learning,VERB,learn,VBG,xcomp,"
      For the first time ever, I was glad when the teacher stood up and made us start learning.",,,
Chapter 17,FUN AND GAMES	,okay,ADJ,okay,JJ,acomp," 
      Everything was okay at first, ‘til I won the first game.",,,
Chapter 17,FUN AND GAMES	,til,ADV,til,WRB,mark," 
      Everything was okay at first, ‘til I won the first game.",,,
Chapter 17,FUN AND GAMES	,won,VERB,win,VBD,advcl," 
      Everything was okay at first, ‘til I won the first game.",,,
Chapter 17,FUN AND GAMES	,game,NOUN,game,NN,dobj," 
      Everything was okay at first, ‘til I won the first game.",,,
Chapter 20,STRIKING OUT,sent,VERB,send,VBD,ROOT,I sent her way out in right field and for the first two innings not a ball came near her.  ,,,
Chapter 20,STRIKING OUT,her,PRON,her,PRP$,poss,I sent her way out in right field and for the first two innings not a ball came near her.  ,,,
Chapter 20,STRIKING OUT,way,NOUN,way,NN,dobj,I sent her way out in right field and for the first two innings not a ball came near her.  ,,,
Chapter 20,STRIKING OUT,right,ADJ,right,JJ,amod,I sent her way out in right field and for the first two innings not a ball came near her.  ,,,
Chapter 20,STRIKING OUT,field,NOUN,field,NN,pobj,I sent her way out in right field and for the first two innings not a ball came near her.  ,,,
Chapter 20,STRIKING OUT,innings,NOUN,inning,NNS,pobj,I sent her way out in right field and for the first two innings not a ball came near her.  ,,,
Chapter 20,STRIKING OUT,ball,NOUN,ball,NN,nsubj,I sent her way out in right field and for the first two innings not a ball came near her.  ,,,
Chapter 20,STRIKING OUT,came,VERB,come,VBD,conj,I sent her way out in right field and for the first two innings not a ball came near her.  ,,,
Chapter 20,STRIKING OUT,near,SCONJ,near,IN,prep,I sent her way out in right field and for the first two innings not a ball came near her.  ,,,
Chapter 20,STRIKING OUT,her,PRON,she,PRP,pobj,I sent her way out in right field and for the first two innings not a ball came near her.  ,,,
Chapter 20,STRIKING OUT, ,SPACE, ,_SP,punct,I sent her way out in right field and for the first two innings not a ball came near her.  ,,,
Chapter 20,STRIKING OUT,Elman,PROPN,elman,NNP,nsubj,Then Elman hit a ground ball and Emma actually managed to pick it up and throw it to first.  ,,,
Chapter 20,STRIKING OUT,hit,VERB,hit,VBD,ROOT,Then Elman hit a ground ball and Emma actually managed to pick it up and throw it to first.  ,,,
Chapter 20,STRIKING OUT,ground,NOUN,ground,NN,compound,Then Elman hit a ground ball and Emma actually managed to pick it up and throw it to first.  ,,,
Chapter 20,STRIKING OUT,ball,NOUN,ball,NN,dobj,Then Elman hit a ground ball and Emma actually managed to pick it up and throw it to first.  ,,,
Chapter 20,STRIKING OUT,Emma,PROPN,emma,NNP,conj,Then Elman hit a ground ball and Emma actually managed to pick it up and throw it to first.  ,,Emma,PERSON
Chapter 20,STRIKING OUT,actually,ADV,actually,RB,advmod,Then Elman hit a ground ball and Emma actually managed to pick it up and throw it to first.  ,,,
Chapter 20,STRIKING OUT,managed,VERB,manage,VBD,conj,Then Elman hit a ground ball and Emma actually managed to pick it up and throw it to first.  ,,,
Chapter 20,STRIKING OUT,pick,VERB,pick,VB,xcomp,Then Elman hit a ground ball and Emma actually managed to pick it up and throw it to first.  ,,,
Chapter 20,STRIKING OUT,throw,VERB,throw,VB,conj,Then Elman hit a ground ball and Emma actually managed to pick it up and throw it to first.  ,,,
Chapter 20,STRIKING OUT, ,SPACE, ,_SP,punct,Then Elman hit a ground ball and Emma actually managed to pick it up and throw it to first.  ,,,
Chapter 20,STRIKING OUT,Raymond,PROPN,raymond,NNP,nsubj,"
      Raymond threw the first pitch.",,Raymond,PERSON
Chapter 20,STRIKING OUT,threw,VERB,throw,VBD,ROOT,"
      Raymond threw the first pitch.",,,
Chapter 20,STRIKING OUT,pitch,NOUN,pitch,NN,dobj,"
      Raymond threw the first pitch.",,,
Chapter 20,STRIKING OUT,catching,VERB,catch,VBG,acomp,He was catching and Chip was on first.  ,,,
Chapter 20,STRIKING OUT,Chip,NOUN,chip,NN,nsubj,He was catching and Chip was on first.  ,,,
Chapter 20,STRIKING OUT, ,SPACE, ,_SP,punct,He was catching and Chip was on first.  ,,,
Chapter 20,STRIKING OUT,Pearl,PROPN,pearl,NNP,nsubj,Pearl was sliding into first base.,,Pearl,PERSON
Chapter 20,STRIKING OUT,sliding,VERB,slide,VBG,ROOT,Pearl was sliding into first base.,,,
Chapter 20,STRIKING OUT,base,NOUN,base,NN,pobj,Pearl was sliding into first base.,,,
Chapter 22,"THE BUZZARD, PART 2 ",mean,VERB,mean,VBP,parataxis,"
      “I mean the first time, not the second.”",,,
Chapter 22,"THE BUZZARD, PART 2 ",time,NOUN,time,NN,dobj,"
      “I mean the first time, not the second.”",,,
Chapter 22,"THE BUZZARD, PART 2 ",second,ADJ,second,JJ,appos,"
      “I mean the first time, not the second.”",,second,ORDINAL
Chapter 22,"THE BUZZARD, PART 2 ",thought,VERB,think,VBD,ROOT,"I thought about how I was wrong to shoot the buzzard the first time, but right to put it out of its suffering the second.  ",,,
Chapter 22,"THE BUZZARD, PART 2 ",wrong,ADJ,wrong,JJ,acomp,"I thought about how I was wrong to shoot the buzzard the first time, but right to put it out of its suffering the second.  ",,,
Chapter 22,"THE BUZZARD, PART 2 ",shoot,VERB,shoot,VB,xcomp,"I thought about how I was wrong to shoot the buzzard the first time, but right to put it out of its suffering the second.  ",,,
Chapter 22,"THE BUZZARD, PART 2 ",buzzard,NOUN,buzzard,NN,dobj,"I thought about how I was wrong to shoot the buzzard the first time, but right to put it out of its suffering the second.  ",,,
Chapter 22,"THE BUZZARD, PART 2 ",time,NOUN,time,NN,npadvmod,"I thought about how I was wrong to shoot the buzzard the first time, but right to put it out of its suffering the second.  ",,,
Chapter 22,"THE BUZZARD, PART 2 ",right,ADJ,right,JJ,conj,"I thought about how I was wrong to shoot the buzzard the first time, but right to put it out of its suffering the second.  ",,,
Chapter 22,"THE BUZZARD, PART 2 ",suffering,NOUN,suffering,NN,pobj,"I thought about how I was wrong to shoot the buzzard the first time, but right to put it out of its suffering the second.  ",,,
Chapter 22,"THE BUZZARD, PART 2 ",second,ADJ,second,JJ,dobj,"I thought about how I was wrong to shoot the buzzard the first time, but right to put it out of its suffering the second.  ",,second,ORDINAL
Chapter 22,"THE BUZZARD, PART 2 ", ,SPACE, ,_SP,punct,"I thought about how I was wrong to shoot the buzzard the first time, but right to put it out of its suffering the second.  ",,,
Chapter 23,EASY AS BREATHING,Emma,PROPN,emma,NNP,nsubj,"
      At first, Emma just stood there looking confused.",,Emma,PERSON
Chapter 23,EASY AS BREATHING,stood,VERB,stand,VBD,ROOT,"
      At first, Emma just stood there looking confused.",,,
Chapter 23,EASY AS BREATHING,looking,VERB,look,VBG,advcl,"
      At first, Emma just stood there looking confused.",,,
Chapter 23,EASY AS BREATHING,confused,VERB,confuse,VBN,acomp,"
      At first, Emma just stood there looking confused.",,,
Chapter 26,HOW LONG WILL HELL LAST?,time,NOUN,time,NN,pobj," 
      For the first time, Della noticed that we were wet from head to toe.",,,
Chapter 26,HOW LONG WILL HELL LAST?,Della,PROPN,della,NNP,nsubj," 
      For the first time, Della noticed that we were wet from head to toe.",,Della,ORG
Chapter 26,HOW LONG WILL HELL LAST?,noticed,VERB,notice,VBD,ROOT," 
      For the first time, Della noticed that we were wet from head to toe.",,,
Chapter 26,HOW LONG WILL HELL LAST?,wet,ADJ,wet,JJ,acomp," 
      For the first time, Della noticed that we were wet from head to toe.",,,
Chapter 26,HOW LONG WILL HELL LAST?,head,NOUN,head,NN,pobj," 
      For the first time, Della noticed that we were wet from head to toe.",,,
Chapter 26,HOW LONG WILL HELL LAST?,toe,NOUN,toe,NN,pobj," 
      For the first time, Della noticed that we were wet from head to toe.",,,
Chapter 27,A NEW JOB,time,NOUN,time,NN,attr,It wasn’t the first time I had seen the face of a dead man.,,,
Chapter 27,A NEW JOB,seen,VERB,see,VBN,relcl,It wasn’t the first time I had seen the face of a dead man.,,,
Chapter 27,A NEW JOB,face,NOUN,face,NN,dobj,It wasn’t the first time I had seen the face of a dead man.,,,
Chapter 27,A NEW JOB,dead,ADJ,dead,JJ,amod,It wasn’t the first time I had seen the face of a dead man.,,,
Chapter 27,A NEW JOB,man,NOUN,man,NN,pobj,It wasn’t the first time I had seen the face of a dead man.,,,
Chapter 27,A NEW JOB,time,NOUN,time,NN,attr,"So even though it wasn’t the first time I had seen a dead man, it was the first time I understood what I was seeing.",,,
Chapter 27,A NEW JOB,seen,VERB,see,VBN,relcl,"So even though it wasn’t the first time I had seen a dead man, it was the first time I understood what I was seeing.",,,
Chapter 27,A NEW JOB,dead,ADJ,dead,JJ,amod,"So even though it wasn’t the first time I had seen a dead man, it was the first time I understood what I was seeing.",,,
Chapter 27,A NEW JOB,man,NOUN,man,NN,dobj,"So even though it wasn’t the first time I had seen a dead man, it was the first time I understood what I was seeing.",,,
Chapter 27,A NEW JOB,understood,VERB,understand,VBD,relcl,"So even though it wasn’t the first time I had seen a dead man, it was the first time I understood what I was seeing.",,,
Chapter 27,A NEW JOB,seeing,VERB,see,VBG,ccomp,"So even though it wasn’t the first time I had seen a dead man, it was the first time I understood what I was seeing.",,,
Chapter 29,A DAY IN JAIL,gon,VERB,gon,VBG,ROOT,I wasn’t gonna speak first.,,,
Chapter 29,A DAY IN JAIL,na,PART,na,TO,aux,I wasn’t gonna speak first.,,,
Chapter 29,A DAY IN JAIL,speak,VERB,speak,VB,xcomp,I wasn’t gonna speak first.,,,
Chapter 31,SELMA  ,Me,PRON,i,PRP,nsubj,"
      Me and Dr. Griffith set off early the next Saturday on our first trip to Selma.",,,
Chapter 31,SELMA  ,Dr.,PROPN,dr.,NNP,compound,"
      Me and Dr. Griffith set off early the next Saturday on our first trip to Selma.",,,
Chapter 31,SELMA  ,Griffith,PROPN,griffith,NNP,conj,"
      Me and Dr. Griffith set off early the next Saturday on our first trip to Selma.",Dr. Griffith,Griffith,PERSON
Chapter 31,SELMA  ,set,VERB,set,VBD,ROOT,"
      Me and Dr. Griffith set off early the next Saturday on our first trip to Selma.",,,
Chapter 31,SELMA  ,early,ADV,early,RB,advmod,"
      Me and Dr. Griffith set off early the next Saturday on our first trip to Selma.",,early the next Saturday,DATE
Chapter 31,SELMA  ,Saturday,PROPN,saturday,NNP,npadvmod,"
      Me and Dr. Griffith set off early the next Saturday on our first trip to Selma.",,early the next Saturday,DATE
Chapter 31,SELMA  ,trip,NOUN,trip,NN,pobj,"
      Me and Dr. Griffith set off early the next Saturday on our first trip to Selma.",,,
Chapter 31,SELMA  ,Selma,PROPN,selma,NNP,pobj,"
      Me and Dr. Griffith set off early the next Saturday on our first trip to Selma.",,Selma,GPE
Chapter 31,SELMA  ,Monday,PROPN,monday,NNP,npadvmod," 
      
      Monday was gonna be my first day back at school since Chip and Bobby had locked me in jail.",,Monday,DATE
Chapter 31,SELMA  ,gon,VERB,gon,VBG,ROOT," 
      
      Monday was gonna be my first day back at school since Chip and Bobby had locked me in jail.",,,
Chapter 31,SELMA  ,na,PART,na,TO,aux," 
      
      Monday was gonna be my first day back at school since Chip and Bobby had locked me in jail.",,,
Chapter 31,SELMA  ,day,NOUN,day,NN,attr," 
      
      Monday was gonna be my first day back at school since Chip and Bobby had locked me in jail.",,Monday,DATE
Chapter 31,SELMA  ,school,NOUN,school,NN,pobj," 
      
      Monday was gonna be my first day back at school since Chip and Bobby had locked me in jail.",,,
Chapter 31,SELMA  ,Chip,PROPN,chip,NNP,nsubj," 
      
      Monday was gonna be my first day back at school since Chip and Bobby had locked me in jail.",,,
Chapter 31,SELMA  ,Bobby,PROPN,bobby,NNP,conj," 
      
      Monday was gonna be my first day back at school since Chip and Bobby had locked me in jail.",,Bobby,PERSON
Chapter 31,SELMA  ,locked,VERB,lock,VBN,advcl," 
      
      Monday was gonna be my first day back at school since Chip and Bobby had locked me in jail.",,,
Chapter 31,SELMA  ,me,PRON,i,PRP,dobj," 
      
      Monday was gonna be my first day back at school since Chip and Bobby had locked me in jail.",,,
Chapter 31,SELMA  ,jail,NOUN,jail,NN,pobj," 
      
      Monday was gonna be my first day back at school since Chip and Bobby had locked me in jail.",,,
Chapter 32,CHRISTMAS  ,got,VERB,get,VBD,ROOT,"I got there first and sat clutching the lumpy, newspaper-wrapped package in my lap.",,,
Chapter 32,CHRISTMAS  ,sat,VERB,sit,VBD,conj,"I got there first and sat clutching the lumpy, newspaper-wrapped package in my lap.",,,
Chapter 32,CHRISTMAS  ,clutching,VERB,clutch,VBG,xcomp,"I got there first and sat clutching the lumpy, newspaper-wrapped package in my lap.",,,
Chapter 32,CHRISTMAS  ,lumpy,ADJ,lumpy,JJ,amod,"I got there first and sat clutching the lumpy, newspaper-wrapped package in my lap.",,,
Chapter 32,CHRISTMAS  ,newspaper,NOUN,newspaper,NN,npadvmod,"I got there first and sat clutching the lumpy, newspaper-wrapped package in my lap.",,,
Chapter 32,CHRISTMAS  ,wrapped,VERB,wrap,VBN,amod,"I got there first and sat clutching the lumpy, newspaper-wrapped package in my lap.",,,
Chapter 32,CHRISTMAS  ,package,NOUN,package,NN,dobj,"I got there first and sat clutching the lumpy, newspaper-wrapped package in my lap.",,,
Chapter 32,CHRISTMAS  ,lap,NOUN,lap,NN,pobj,"I got there first and sat clutching the lumpy, newspaper-wrapped package in my lap.",,,
Chapter 34,THE LION TAMER ,think,VERB,think,VBP,ROOT,I think she was beginning to regret ever having come up with the idea of doing a play in the first place.,,,
Chapter 34,THE LION TAMER ,beginning,VERB,begin,VBG,ccomp,I think she was beginning to regret ever having come up with the idea of doing a play in the first place.,,,
Chapter 34,THE LION TAMER ,regret,VERB,regret,VB,xcomp,I think she was beginning to regret ever having come up with the idea of doing a play in the first place.,,,
Chapter 34,THE LION TAMER ,having,AUX,having,VBG,aux,I think she was beginning to regret ever having come up with the idea of doing a play in the first place.,,,
Chapter 34,THE LION TAMER ,come,VERB,come,VBN,xcomp,I think she was beginning to regret ever having come up with the idea of doing a play in the first place.,,,
Chapter 34,THE LION TAMER ,idea,NOUN,idea,NN,pobj,I think she was beginning to regret ever having come up with the idea of doing a play in the first place.,,,
Chapter 34,THE LION TAMER ,play,NOUN,play,NN,dobj,I think she was beginning to regret ever having come up with the idea of doing a play in the first place.,,,
Chapter 34,THE LION TAMER ,place,NOUN,place,NN,pobj,I think she was beginning to regret ever having come up with the idea of doing a play in the first place.,,,
Chapter 34,THE LION TAMER ,second,ADJ,second,JJ,conj,"
      “The first or second time?” asked Emma.",,second,ORDINAL
Chapter 34,THE LION TAMER ,time,NOUN,time,NN,appos,"
      “The first or second time?” asked Emma.",,,
Chapter 34,THE LION TAMER ,asked,VERB,ask,VBD,ROOT,"
      “The first or second time?” asked Emma.",,,
Chapter 34,THE LION TAMER ,Emma,PROPN,emma,NNP,dobj,"
      “The first or second time?” asked Emma.",,Emma,PERSON
Chapter 36,THE BIRTHDAY SURPRISE,got,VERB,get,VBD,relcl," 
      I got real worried that first day when Emma started talking about how easy it was to learn her lines.",,,
Chapter 36,THE BIRTHDAY SURPRISE,real,ADV,real,RB,advmod," 
      I got real worried that first day when Emma started talking about how easy it was to learn her lines.",,,
Chapter 36,THE BIRTHDAY SURPRISE,worried,ADJ,worried,JJ,acomp," 
      I got real worried that first day when Emma started talking about how easy it was to learn her lines.",,,
Chapter 36,THE BIRTHDAY SURPRISE,day,NOUN,day,NN,npadvmod," 
      I got real worried that first day when Emma started talking about how easy it was to learn her lines.",,,
Chapter 36,THE BIRTHDAY SURPRISE,Emma,PROPN,emma,NNP,nsubj," 
      I got real worried that first day when Emma started talking about how easy it was to learn her lines.",,Emma,PERSON
Chapter 36,THE BIRTHDAY SURPRISE,started,VERB,start,VBD,relcl," 
      I got real worried that first day when Emma started talking about how easy it was to learn her lines.",,,
Chapter 36,THE BIRTHDAY SURPRISE,talking,VERB,talk,VBG,xcomp," 
      I got real worried that first day when Emma started talking about how easy it was to learn her lines.",,,
Chapter 36,THE BIRTHDAY SURPRISE,easy,ADJ,easy,JJ,acomp," 
      I got real worried that first day when Emma started talking about how easy it was to learn her lines.",,,
Chapter 36,THE BIRTHDAY SURPRISE,learn,VERB,learn,VB,xcomp," 
      I got real worried that first day when Emma started talking about how easy it was to learn her lines.",,,
Chapter 36,THE BIRTHDAY SURPRISE,her,PRON,her,PRP$,poss," 
      I got real worried that first day when Emma started talking about how easy it was to learn her lines.",,,
Chapter 36,THE BIRTHDAY SURPRISE,lines,NOUN,line,NNS,dobj," 
      I got real worried that first day when Emma started talking about how easy it was to learn her lines.",,,
Chapter 36,THE BIRTHDAY SURPRISE,ring,NOUN,ring,NN,pobj,In the first ring were the animals.,,,
Chapter 36,THE BIRTHDAY SURPRISE,animals,NOUN,animal,NNS,attr,In the first ring were the animals.,,,
Chapter 36,THE BIRTHDAY SURPRISE,Seeing,VERB,see,VBG,csubj,Seeing them in real life was like having a snowflake melt on your tongue for the first time.,,,
Chapter 36,THE BIRTHDAY SURPRISE,real,ADJ,real,JJ,amod,Seeing them in real life was like having a snowflake melt on your tongue for the first time.,,,
